left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
34	35	auth.increase_07	0.5	1	NA	18	312
0	0	NA	0	-1	1	19	312
0	0	NA	0	-1	0	20	312
0	0	NA	0	-1	0	21	312
36	37	avg.auths.per.disc_07	26	1	NA	22	312
0	0	NA	0	-1	0	23	312
38	39	avg.auths.per.disc_05	3.3095235	1	NA	24	312
0	0	NA	0	-1	0	25	312
40	41	avg.disc.length_01	24.443918	1	NA	26	312
42	43	num.displays_01	1671	1	NA	27	312
44	45	attention.level.author_04	0.0007205	1	NA	28	312
0	0	NA	0	-1	0	29	312
46	47	attention.level.author_01	0.000456	1	NA	30	312
48	49	contribution.sparseness_03	0.0698055	1	NA	31	312
50	51	num.displays_03	798.5	1	NA	32	312
0	0	NA	0	-1	1	33	312
52	53	num.displays_05	1076	1	NA	34	312
54	55	auth.increase_04	2.5	1	NA	35	312
56	57	num.displays_05	2805	1	NA	36	312
0	0	NA	0	-1	1	37	312
58	59	auth.increase_05	0.5	1	NA	38	312
60	61	contribution.sparseness_04	0.059259	1	NA	39	312
62	63	num.displays_04	32047.5	1	NA	40	312
0	0	NA	0	-1	1	41	312
0	0	NA	0	-1	0	42	312
64	65	num.new.disc_04	7.5	1	NA	43	312
0	0	NA	0	-1	1	44	312
66	67	avg.auths.per.disc_02	3.119048	1	NA	45	312
68	69	num.displays_04	943	1	NA	46	312
70	71	avg.auths.per.disc_06	7.7083335	1	NA	47	312
72	73	num.displays_05	547	1	NA	48	312
0	0	NA	0	-1	0	49	312
0	0	NA	0	-1	1	50	312
74	75	num.displays_06	2547.5	1	NA	51	312
76	77	num.authors.topic_05	17	1	NA	52	312
0	0	NA	0	-1	0	53	312
78	79	num.displays_07	2370	1	NA	54	312
0	0	NA	0	-1	0	55	312
80	81	number.total.disc_04	4.5	1	NA	56	312
0	0	NA	0	-1	0	57	312
0	0	NA	0	-1	1	58	312
0	0	NA	0	-1	0	59	312
82	83	contribution.sparseness_01	0.0022625	1	NA	60	312
0	0	NA	0	-1	0	61	312
0	0	NA	0	-1	1	62	312
0	0	NA	0	-1	1	63	312
0	0	NA	0	-1	1	64	312
0	0	NA	0	-1	1	65	312
0	0	NA	0	-1	0	66	312
84	85	avg.disc.length_00	68.07143	1	NA	67	312
86	87	auth.increase_07	7.5	1	NA	68	312
0	0	NA	0	-1	0	69	312
88	89	num.displays_02	607	1	NA	70	312
0	0	NA	0	-1	0	71	312
0	0	NA	0	-1	0	72	312
90	91	atomic.containers_06	0.5	1	NA	73	312
92	93	num.displays_01	457	1	NA	74	312
0	0	NA	0	-1	1	75	312
94	95	avg.auths.per.disc_05	0.5	1	NA	76	312
0	0	NA	0	-1	1	77	312
96	97	avg.disc.length_04	135.5	1	NA	78	312
0	0	NA	0	-1	1	79	312
98	99	attention.level.contrib_01	0.0020855	1	NA	80	312
0	0	NA	0	-1	1	81	312
0	0	NA	0	-1	1	82	312
0	0	NA	0	-1	1	83	312
0	0	NA	0	-1	1	84	312
0	0	NA	0	-1	1	85	312
0	0	NA	0	-1	0	86	312
0	0	NA	0	-1	0	87	312
0	0	NA	0	-1	0	88	312
0	0	NA	0	-1	0	89	312
0	0	NA	0	-1	0	90	312
0	0	NA	0	-1	0	91	312
0	0	NA	0	-1	1	92	312
0	0	NA	0	-1	0	93	312
0	0	NA	0	-1	0	94	312
0	0	NA	0	-1	0	95	312
0	0	NA	0	-1	0	96	312
0	0	NA	0	-1	1	97	312
0	0	NA	0	-1	0	98	312
0	0	NA	0	-1	1	99	312
2	3	attention.level.contrib_02	0.0003645	1	NA	1	313
4	5	num.displays_05	1695.5	1	NA	2	313
6	7	num.displays_05	2119.5	1	NA	3	313
8	9	num.displays_00	998.5	1	NA	4	313
10	11	avg.disc.length_02	5.5	1	NA	5	313
12	13	num.new.disc_00	1.5	1	NA	6	313
14	15	attention.level.author_03	0.009904	1	NA	7	313
16	17	num.displays_07	1356	1	NA	8	313
18	19	number.total.disc_05	3.5	1	NA	9	313
20	21	num.displays_03	2225.5	1	NA	10	313
22	23	num.displays_00	2727	1	NA	11	313
24	25	attention.level.author_01	0.001024	1	NA	12	313
0	0	NA	0	-1	0	13	313
26	27	num.displays_04	14101	1	NA	14	313
28	29	num.displays_03	2710.5	1	NA	15	313
30	31	num.displays_06	774.5	1	NA	16	313
0	0	NA	0	-1	0	17	313
32	33	number.total.disc_07	3.5	1	NA	18	313
0	0	NA	0	-1	1	19	313
34	35	attention.level.contrib_00	0.0005335	1	NA	20	313
36	37	atomic.containers_05	20.5	1	NA	21	313
0	0	NA	0	-1	0	22	313
0	0	NA	0	-1	1	23	313
38	39	num.displays_06	1443.5	1	NA	24	313
40	41	contribution.sparseness_02	0.003176	1	NA	25	313
42	43	num.displays_05	3828	1	NA	26	313
0	0	NA	0	-1	0	27	313
0	0	NA	0	-1	0	28	313
44	45	attention.level.author_01	0.013622	1	NA	29	313
46	47	num.authors.topic_00	31.5	1	NA	30	313
48	49	num.displays_06	776	1	NA	31	313
50	51	num.displays_06	2650	1	NA	32	313
0	0	NA	0	-1	1	33	313
0	0	NA	0	-1	1	34	313
0	0	NA	0	-1	0	35	313
0	0	NA	0	-1	1	36	313
0	0	NA	0	-1	0	37	313
52	53	contribution.sparseness_05	0.053343	1	NA	38	313
0	0	NA	0	-1	0	39	313
0	0	NA	0	-1	1	40	313
54	55	number.total.disc_03	2.5	1	NA	41	313
56	57	avg.auths.per.disc_04	4.4166665	1	NA	42	313
58	59	num.displays_07	3441	1	NA	43	313
60	61	num.displays_04	34641.5	1	NA	44	313
62	63	avg.auths.per.disc_05	3.4965755	1	NA	45	313
64	65	num.displays_04	213.5	1	NA	46	313
0	0	NA	0	-1	1	47	313
0	0	NA	0	-1	0	48	313
66	67	atomic.containers_07	0.5	1	NA	49	313
68	69	num.displays_04	1109.5	1	NA	50	313
0	0	NA	0	-1	1	51	313
70	71	attention.level.contrib_07	0.011569	1	NA	52	313
0	0	NA	0	-1	0	53	313
72	73	atomic.containers_02	4.5	1	NA	54	313
0	0	NA	0	-1	0	55	313
74	75	attention.level.author_01	0.000181	1	NA	56	313
0	0	NA	0	-1	1	57	313
0	0	NA	0	-1	0	58	313
76	77	avg.auths.per.disc_01	43.5	1	NA	59	313
78	79	num.new.disc_03	11	1	NA	60	313
0	0	NA	0	-1	0	61	313
0	0	NA	0	-1	1	62	313
80	81	num.displays_05	107418	1	NA	63	313
0	0	NA	0	-1	0	64	313
82	83	attention.level.author_07	0.006687	1	NA	65	313
84	85	num.authors.topic_06	7.5	1	NA	66	313
86	87	attention.level.author_01	0.0031	1	NA	67	313
0	0	NA	0	-1	0	68	313
88	89	attention.level.author_07	0.001561	1	NA	69	313
90	91	attention.level.author_05	0.002001	1	NA	70	313
0	0	NA	0	-1	1	71	313
0	0	NA	0	-1	0	72	313
92	93	num.displays_02	1193	1	NA	73	313
0	0	NA	0	-1	1	74	313
94	95	num.displays_04	2410.5	1	NA	75	313
96	97	avg.auths.per.disc_05	3.1333335	1	NA	76	313
0	0	NA	0	-1	0	77	313
0	0	NA	0	-1	1	78	313
0	0	NA	0	-1	1	79	313
98	99	num.displays_03	54456.5	1	NA	80	313
0	0	NA	0	-1	1	81	313
0	0	NA	0	-1	0	82	313
0	0	NA	0	-1	0	83	313
0	0	NA	0	-1	0	84	313
0	0	NA	0	-1	0	85	313
0	0	NA	0	-1	0	86	313
0	0	NA	0	-1	0	87	313
0	0	NA	0	-1	0	88	313
0	0	NA	0	-1	0	89	313
0	0	NA	0	-1	0	90	313
0	0	NA	0	-1	0	91	313
0	0	NA	0	-1	0	92	313
0	0	NA	0	-1	0	93	313
0	0	NA	0	-1	1	94	313
0	0	NA	0	-1	0	95	313
0	0	NA	0	-1	1	96	313
0	0	NA	0	-1	1	97	313
0	0	NA	0	-1	1	98	313
0	0	NA	0	-1	1	99	313
2	3	number.total.disc_05	1.5	1	NA	1	314
4	5	num.displays_06	2021	1	NA	2	314
6	7	attention.level.author_04	0.00349	1	NA	3	314
8	9	avg.auths.per.disc_07	3.875	1	NA	4	314
10	11	num.displays_04	2851	1	NA	5	314
12	13	num.authors.topic_01	3.5	1	NA	6	314
14	15	attention.level.author_01	0.013247	1	NA	7	314
16	17	num.displays_06	1325.5	1	NA	8	314
18	19	num.displays_06	1518	1	NA	9	314
20	21	num.displays_01	2522.5	1	NA	10	314
22	23	burstiness_01	0.2916665	1	NA	11	314
24	25	avg.auths.per.disc_03	4.25	1	NA	12	314
26	27	contribution.sparseness_05	0.031647	1	NA	13	314
28	29	num.displays_06	2403.5	1	NA	14	314
30	31	contribution.sparseness_06	0.00245	1	NA	15	314
32	33	num.displays_06	747.5	1	NA	16	314
34	35	avg.disc.length_03	0.5	1	NA	17	314
36	37	num.displays_02	1027.5	1	NA	18	314
0	0	NA	0	-1	0	19	314
38	39	attention.level.author_06	0.003625	1	NA	20	314
0	0	NA	0	-1	1	21	314
40	41	attention.level.contrib_02	0.0001895	1	NA	22	314
0	0	NA	0	-1	1	23	314
42	43	attention.level.contrib_01	0.001012	1	NA	24	314
44	45	num.displays_06	2972.5	1	NA	25	314
46	47	num.displays_05	2405	1	NA	26	314
0	0	NA	0	-1	0	27	314
0	0	NA	0	-1	0	28	314
48	49	num.new.disc_06	3.5	1	NA	29	314
0	0	NA	0	-1	0	30	314
50	51	auth.increase_00	49.5	1	NA	31	314
52	53	number.total.disc_02	1.5	1	NA	32	314
54	55	num.authors.topic_01	7	1	NA	33	314
0	0	NA	0	-1	0	34	314
0	0	NA	0	-1	0	35	314
56	57	attention.level.contrib_04	0.0060555	1	NA	36	314
0	0	NA	0	-1	0	37	314
58	59	attention.level.author_01	0.0007615	1	NA	38	314
0	0	NA	0	-1	0	39	314
0	0	NA	0	-1	1	40	314
0	0	NA	0	-1	1	41	314
60	61	attention.level.author_07	0.002498	1	NA	42	314
0	0	NA	0	-1	1	43	314
0	0	NA	0	-1	0	44	314
0	0	NA	0	-1	1	45	314
0	0	NA	0	-1	0	46	314
62	63	avg.auths.per.disc_05	3.6666665	1	NA	47	314
64	65	avg.auths.per.disc_00	5.3666665	1	NA	48	314
66	67	burstiness_07	0.171569	1	NA	49	314
68	69	burstiness_04	0.027778	1	NA	50	314
0	0	NA	0	-1	1	51	314
70	71	attention.level.author_07	0.0003985	1	NA	52	314
0	0	NA	0	-1	0	53	314
72	73	attention.level.author_05	0.0046065	1	NA	54	314
0	0	NA	0	-1	1	55	314
74	75	attention.level.contrib_07	0.0069355	1	NA	56	314
0	0	NA	0	-1	1	57	314
0	0	NA	0	-1	1	58	314
0	0	NA	0	-1	0	59	314
76	77	auth.increase_01	2.5	1	NA	60	314
0	0	NA	0	-1	0	61	314
0	0	NA	0	-1	1	62	314
78	79	attention.level.author_06	0.00433	1	NA	63	314
0	0	NA	0	-1	1	64	314
80	81	auth.increase_01	13.5	1	NA	65	314
0	0	NA	0	-1	1	66	314
82	83	num.displays_06	3069	1	NA	67	314
0	0	NA	0	-1	1	68	314
84	85	num.displays_03	894.5	1	NA	69	314
86	87	attention.level.author_01	0.000779	1	NA	70	314
88	89	atomic.containers_07	1.5	1	NA	71	314
90	91	num.displays_00	451	1	NA	72	314
0	0	NA	0	-1	1	73	314
92	93	num.displays_00	486.5	1	NA	74	314
0	0	NA	0	-1	0	75	314
94	95	attention.level.author_01	0.001267	1	NA	76	314
0	0	NA	0	-1	1	77	314
0	0	NA	0	-1	1	78	314
0	0	NA	0	-1	1	79	314
96	97	num.displays_04	1996.5	1	NA	80	314
0	0	NA	0	-1	0	81	314
0	0	NA	0	-1	0	82	314
98	99	auth.increase_01	10.5	1	NA	83	314
0	0	NA	0	-1	0	84	314
0	0	NA	0	-1	1	85	314
0	0	NA	0	-1	0	86	314
0	0	NA	0	-1	0	87	314
0	0	NA	0	-1	0	88	314
0	0	NA	0	-1	0	89	314
0	0	NA	0	-1	0	90	314
0	0	NA	0	-1	0	91	314
0	0	NA	0	-1	0	92	314
0	0	NA	0	-1	0	93	314
0	0	NA	0	-1	0	94	314
0	0	NA	0	-1	0	95	314
0	0	NA	0	-1	0	96	314
0	0	NA	0	-1	1	97	314
0	0	NA	0	-1	1	98	314
0	0	NA	0	-1	0	99	314
2	3	attention.level.author_01	0.0019595	1	NA	1	315
4	5	num.displays_07	1782.5	1	NA	2	315
6	7	num.displays_01	1847	1	NA	3	315
8	9	attention.level.author_00	0.000456	1	NA	4	315
10	11	num.displays_04	2352.5	1	NA	5	315
12	13	num.displays_06	1541.5	1	NA	6	315
14	15	num.displays_00	3414	1	NA	7	315
16	17	number.total.disc_02	8.5	1	NA	8	315
18	19	num.displays_07	1416.5	1	NA	9	315
20	21	num.displays_01	2300	1	NA	10	315
22	23	num.displays_03	6588.5	1	NA	11	315
24	25	num.displays_07	1689	1	NA	12	315
0	0	NA	0	-1	0	13	315
26	27	num.displays_06	2860.5	1	NA	14	315
28	29	avg.auths.per.disc_01	3.987805	1	NA	15	315
30	31	attention.level.author_03	0.000617	1	NA	16	315
0	0	NA	0	-1	1	17	315
32	33	number.total.disc_02	4.5	1	NA	18	315
0	0	NA	0	-1	0	19	315
34	35	auth.increase_01	0.5	1	NA	20	315
0	0	NA	0	-1	1	21	315
36	37	atomic.containers_03	57.5	1	NA	22	315
0	0	NA	0	-1	0	23	315
38	39	num.displays_07	1181.5	1	NA	24	315
0	0	NA	0	-1	0	25	315
0	0	NA	0	-1	0	26	315
40	41	contribution.sparseness_06	0.015329	1	NA	27	315
42	43	num.displays_05	38370	1	NA	28	315
44	45	num.authors.topic_00	42.5	1	NA	29	315
46	47	attention.level.contrib_04	0.000124	1	NA	30	315
48	49	attention.level.contrib_03	0.0006305	1	NA	31	315
50	51	num.displays_05	541	1	NA	32	315
0	0	NA	0	-1	0	33	315
52	53	burstiness_04	0.45	1	NA	34	315
0	0	NA	0	-1	0	35	315
54	55	auth.increase_04	0.5	1	NA	36	315
0	0	NA	0	-1	0	37	315
56	57	avg.disc.length_00	12.6666665	1	NA	38	315
0	0	NA	0	-1	0	39	315
0	0	NA	0	-1	1	40	315
0	0	NA	0	-1	1	41	315
58	59	attention.level.contrib_01	0.0084265	1	NA	42	315
0	0	NA	0	-1	0	43	315
60	61	num.displays_03	42725	1	NA	44	315
62	63	num.displays_04	110173	1	NA	45	315
64	65	contribution.sparseness_01	0.0085145	1	NA	46	315
66	67	num.displays_04	991	1	NA	47	315
68	69	atomic.containers_03	18	1	NA	48	315
70	71	num.displays_00	706.5	1	NA	49	315
72	73	auth.increase_04	3.5	1	NA	50	315
74	75	attention.level.author_00	0.0004645	1	NA	51	315
76	77	attention.level.contrib_05	0.0031155	1	NA	52	315
0	0	NA	0	-1	1	53	315
0	0	NA	0	-1	1	54	315
78	79	num.authors.topic_00	20	1	NA	55	315
0	0	NA	0	-1	0	56	315
0	0	NA	0	-1	0	57	315
80	81	contribution.sparseness_02	0.0087385	1	NA	58	315
0	0	NA	0	-1	1	59	315
82	83	attention.level.author_04	0.010427	1	NA	60	315
0	0	NA	0	-1	0	61	315
84	85	num.authors.topic_01	50.5	1	NA	62	315
0	0	NA	0	-1	1	63	315
86	87	contribution.sparseness_07	0.0177005	1	NA	64	315
88	89	number.total.disc_07	0.5	1	NA	65	315
90	91	number.total.disc_06	1.5	1	NA	66	315
0	0	NA	0	-1	0	67	315
92	93	num.displays_04	771	1	NA	68	315
0	0	NA	0	-1	1	69	315
0	0	NA	0	-1	0	70	315
0	0	NA	0	-1	0	71	315
0	0	NA	0	-1	0	72	315
0	0	NA	0	-1	0	73	315
0	0	NA	0	-1	1	74	315
94	95	avg.disc.length_03	4.5	1	NA	75	315
96	97	auth.increase_02	0.5	1	NA	76	315
0	0	NA	0	-1	0	77	315
98	99	attention.level.contrib_03	0.004363	1	NA	78	315
0	0	NA	0	-1	0	79	315
0	0	NA	0	-1	1	80	315
0	0	NA	0	-1	0	81	315
0	0	NA	0	-1	1	82	315
0	0	NA	0	-1	1	83	315
0	0	NA	0	-1	1	84	315
0	0	NA	0	-1	1	85	315
0	0	NA	0	-1	0	86	315
0	0	NA	0	-1	0	87	315
0	0	NA	0	-1	0	88	315
0	0	NA	0	-1	0	89	315
0	0	NA	0	-1	0	90	315
0	0	NA	0	-1	0	91	315
0	0	NA	0	-1	0	92	315
0	0	NA	0	-1	0	93	315
0	0	NA	0	-1	0	94	315
0	0	NA	0	-1	0	95	315
0	0	NA	0	-1	0	96	315
0	0	NA	0	-1	1	97	315
0	0	NA	0	-1	1	98	315
0	0	NA	0	-1	0	99	315
2	3	num.displays_00	1875	1	NA	1	316
4	5	avg.auths.per.disc_00	1.2229435	1	NA	2	316
6	7	auth.increase_04	4.5	1	NA	3	316
8	9	num.displays_02	1369	1	NA	4	316
10	11	num.displays_05	1039	1	NA	5	316
12	13	num.displays_06	2789.5	1	NA	6	316
14	15	num.displays_07	5282.5	1	NA	7	316
16	17	num.displays_03	589	1	NA	8	316
0	0	NA	0	-1	0	9	316
18	19	auth.increase_07	8.5	1	NA	10	316
20	21	num.displays_04	2318	1	NA	11	316
22	23	avg.disc.length_03	14.3	1	NA	12	316
24	25	attention.level.author_01	0.007181	1	NA	13	316
0	0	NA	0	-1	1	14	316
26	27	avg.auths.per.disc_05	3.860577	1	NA	15	316
28	29	num.authors.topic_07	30	1	NA	16	316
30	31	avg.auths.per.disc_04	16.333333	1	NA	17	316
32	33	avg.auths.per.disc_05	24.5	1	NA	18	316
0	0	NA	0	-1	0	19	316
34	35	avg.disc.length_05	33.8928565	1	NA	20	316
0	0	NA	0	-1	1	21	316
0	0	NA	0	-1	0	22	316
0	0	NA	0	-1	0	23	316
36	37	atomic.containers_00	60.5	1	NA	24	316
0	0	NA	0	-1	1	25	316
0	0	NA	0	-1	1	26	316
38	39	burstiness_03	0.4624765	1	NA	27	316
40	41	auth.increase_01	6.5	1	NA	28	316
0	0	NA	0	-1	1	29	316
42	43	number.total.disc_01	1.5	1	NA	30	316
0	0	NA	0	-1	0	31	316
44	45	num.displays_07	1478	1	NA	32	316
0	0	NA	0	-1	0	33	316
46	47	avg.disc.length_03	4.375	1	NA	34	316
0	0	NA	0	-1	0	35	316
48	49	num.displays_03	17260	1	NA	36	316
0	0	NA	0	-1	0	37	316
50	51	num.displays_06	168656.5	1	NA	38	316
0	0	NA	0	-1	1	39	316
52	53	num.displays_07	1770	1	NA	40	316
0	0	NA	0	-1	0	41	316
54	55	avg.disc.length_04	128.5	1	NA	42	316
0	0	NA	0	-1	0	43	316
56	57	attention.level.author_01	0.0029025	1	NA	44	316
0	0	NA	0	-1	0	45	316
0	0	NA	0	-1	0	46	316
58	59	attention.level.contrib_00	0.003324	1	NA	47	316
60	61	num.displays_07	3570	1	NA	48	316
0	0	NA	0	-1	0	49	316
62	63	num.authors.topic_07	22.5	1	NA	50	316
0	0	NA	0	-1	0	51	316
64	65	num.displays_07	1017.5	1	NA	52	316
0	0	NA	0	-1	1	53	316
66	67	auth.increase_07	17.5	1	NA	54	316
0	0	NA	0	-1	1	55	316
68	69	contribution.sparseness_00	0.0206205	1	NA	56	316
0	0	NA	0	-1	0	57	316
70	71	avg.disc.length_05	32.625	1	NA	58	316
0	0	NA	0	-1	1	59	316
72	73	num.displays_06	3994.5	1	NA	60	316
74	75	auth.increase_02	9.5	1	NA	61	316
76	77	avg.auths.per.disc_04	4.9615385	1	NA	62	316
78	79	burstiness_07	0.0227275	1	NA	63	316
80	81	burstiness_02	0.8333335	1	NA	64	316
0	0	NA	0	-1	0	65	316
82	83	avg.auths.per.disc_01	19	1	NA	66	316
0	0	NA	0	-1	1	67	316
84	85	num.authors.topic_05	14.5	1	NA	68	316
0	0	NA	0	-1	0	69	316
0	0	NA	0	-1	0	70	316
0	0	NA	0	-1	1	71	316
0	0	NA	0	-1	1	72	316
0	0	NA	0	-1	0	73	316
86	87	avg.auths.per.disc_05	4.4166665	1	NA	74	316
0	0	NA	0	-1	0	75	316
0	0	NA	0	-1	1	76	316
88	89	num.new.disc_06	8.5	1	NA	77	316
0	0	NA	0	-1	0	78	316
90	91	burstiness_02	0.418011	1	NA	79	316
92	93	attention.level.author_07	0.0001735	1	NA	80	316
94	95	attention.level.author_01	0.0004365	1	NA	81	316
96	97	num.displays_03	591	1	NA	82	316
0	0	NA	0	-1	0	83	316
98	99	avg.disc.length_06	0.5	1	NA	84	316
0	0	NA	0	-1	1	85	316
0	0	NA	0	-1	1	86	316
0	0	NA	0	-1	1	87	316
0	0	NA	0	-1	1	88	316
0	0	NA	0	-1	0	89	316
0	0	NA	0	-1	1	90	316
0	0	NA	0	-1	1	91	316
0	0	NA	0	-1	0	92	316
0	0	NA	0	-1	0	93	316
0	0	NA	0	-1	0	94	316
0	0	NA	0	-1	0	95	316
0	0	NA	0	-1	1	96	316
0	0	NA	0	-1	0	97	316
0	0	NA	0	-1	0	98	316
0	0	NA	0	-1	0	99	316
2	3	number.total.disc_04	2.5	1	NA	1	317
4	5	atomic.containers_00	1.5	1	NA	2	317
6	7	num.displays_07	2763	1	NA	3	317
8	9	attention.level.contrib_07	0.000139	1	NA	4	317
10	11	num.displays_07	1650	1	NA	5	317
12	13	num.displays_02	1152.5	1	NA	6	317
14	15	avg.auths.per.disc_06	3.5527275	1	NA	7	317
16	17	num.displays_05	1732.5	1	NA	8	317
18	19	num.displays_02	1219	1	NA	9	317
20	21	avg.disc.length_05	35.333334	1	NA	10	317
22	23	num.displays_04	2519	1	NA	11	317
0	0	NA	0	-1	0	12	317
0	0	NA	0	-1	0	13	317
24	25	attention.level.author_02	0.0019805	1	NA	14	317
26	27	attention.level.author_00	0.001951	1	NA	15	317
28	29	num.displays_01	1697.5	1	NA	16	317
0	0	NA	0	-1	1	17	317
30	31	attention.level.author_07	0.0191085	1	NA	18	317
32	33	attention.level.author_05	0.0030025	1	NA	19	317
34	35	avg.disc.length_01	132	1	NA	20	317
0	0	NA	0	-1	0	21	317
36	37	num.new.disc_07	1.5	1	NA	22	317
38	39	avg.disc.length_05	39	1	NA	23	317
0	0	NA	0	-1	1	24	317
40	41	num.new.disc_03	18	1	NA	25	317
0	0	NA	0	-1	1	26	317
42	43	contribution.sparseness_00	0.0067055	1	NA	27	317
44	45	num.displays_00	731.5	1	NA	28	317
0	0	NA	0	-1	1	29	317
46	47	contribution.sparseness_07	0.0046295	1	NA	30	317
0	0	NA	0	-1	1	31	317
48	49	contribution.sparseness_06	0.0177625	1	NA	32	317
0	0	NA	0	-1	1	33	317
50	51	num.displays_02	1042.5	1	NA	34	317
0	0	NA	0	-1	0	35	317
52	53	contribution.sparseness_04	0.0092185	1	NA	36	317
0	0	NA	0	-1	1	37	317
54	55	num.new.disc_06	2.5	1	NA	38	317
0	0	NA	0	-1	1	39	317
56	57	number.total.disc_07	16.5	1	NA	40	317
0	0	NA	0	-1	0	41	317
58	59	avg.auths.per.disc_04	3.3541665	1	NA	42	317
60	61	num.displays_06	164482	1	NA	43	317
62	63	num.displays_01	435	1	NA	44	317
64	65	num.displays_00	736	1	NA	45	317
0	0	NA	0	-1	0	46	317
66	67	contribution.sparseness_07	0.0104715	1	NA	47	317
68	69	num.displays_07	2031.5	1	NA	48	317
0	0	NA	0	-1	0	49	317
70	71	num.authors.topic_01	7.5	1	NA	50	317
0	0	NA	0	-1	0	51	317
72	73	auth.increase_01	8	1	NA	52	317
0	0	NA	0	-1	0	53	317
74	75	atomic.containers_04	7.5	1	NA	54	317
0	0	NA	0	-1	0	55	317
76	77	num.authors.topic_02	16.5	1	NA	56	317
0	0	NA	0	-1	1	57	317
0	0	NA	0	-1	1	58	317
78	79	avg.auths.per.disc_03	36.083332	1	NA	59	317
80	81	avg.auths.per.disc_05	4.672619	1	NA	60	317
0	0	NA	0	-1	0	61	317
82	83	num.new.disc_01	0.5	1	NA	62	317
84	85	avg.auths.per.disc_07	4	1	NA	63	317
0	0	NA	0	-1	1	64	317
86	87	avg.disc.length_06	3.5	1	NA	65	317
0	0	NA	0	-1	0	66	317
88	89	auth.increase_07	25.5	1	NA	67	317
0	0	NA	0	-1	0	68	317
0	0	NA	0	-1	1	69	317
90	91	num.displays_00	356.5	1	NA	70	317
0	0	NA	0	-1	0	71	317
92	93	num.displays_04	1248.5	1	NA	72	317
0	0	NA	0	-1	1	73	317
0	0	NA	0	-1	1	74	317
0	0	NA	0	-1	0	75	317
0	0	NA	0	-1	1	76	317
0	0	NA	0	-1	0	77	317
94	95	number.total.disc_02	8.5	1	NA	78	317
0	0	NA	0	-1	0	79	317
0	0	NA	0	-1	1	80	317
96	97	contribution.sparseness_00	0.006804	1	NA	81	317
0	0	NA	0	-1	0	82	317
0	0	NA	0	-1	0	83	317
98	99	num.new.disc_02	1.5	1	NA	84	317
0	0	NA	0	-1	0	85	317
0	0	NA	0	-1	0	86	317
0	0	NA	0	-1	0	87	317
0	0	NA	0	-1	0	88	317
0	0	NA	0	-1	1	89	317
0	0	NA	0	-1	0	90	317
0	0	NA	0	-1	0	91	317
0	0	NA	0	-1	1	92	317
0	0	NA	0	-1	0	93	317
0	0	NA	0	-1	1	94	317
0	0	NA	0	-1	1	95	317
0	0	NA	0	-1	0	96	317
0	0	NA	0	-1	1	97	317
0	0	NA	0	-1	0	98	317
0	0	NA	0	-1	0	99	317
2	3	num.displays_01	1810	1	NA	1	318
4	5	num.displays_07	1775.5	1	NA	2	318
6	7	attention.level.author_05	0.004886	1	NA	3	318
8	9	num.displays_02	647.5	1	NA	4	318
10	11	contribution.sparseness_06	0.0085655	1	NA	5	318
12	13	num.displays_03	15386	1	NA	6	318
14	15	attention.level.author_06	0.011803	1	NA	7	318
16	17	attention.level.author_00	0.012483	1	NA	8	318
18	19	auth.increase_03	19.5	1	NA	9	318
20	21	contribution.sparseness_02	0.0198685	1	NA	10	318
22	23	num.displays_05	1941	1	NA	11	318
24	25	attention.level.author_04	0.003015	1	NA	12	318
0	0	NA	0	-1	0	13	318
26	27	atomic.containers_02	89.5	1	NA	14	318
28	29	num.displays_04	3887.5	1	NA	15	318
30	31	num.displays_03	533.5	1	NA	16	318
0	0	NA	0	-1	1	17	318
32	33	num.displays_02	1840	1	NA	18	318
0	0	NA	0	-1	1	19	318
34	35	num.displays_03	770.5	1	NA	20	318
0	0	NA	0	-1	0	21	318
0	0	NA	0	-1	0	22	318
0	0	NA	0	-1	1	23	318
36	37	num.displays_07	3499	1	NA	24	318
38	39	avg.auths.per.disc_05	3.9285715	1	NA	25	318
40	41	attention.level.contrib_02	0.0006335	1	NA	26	318
0	0	NA	0	-1	1	27	318
0	0	NA	0	-1	1	28	318
42	43	avg.disc.length_03	64.9904785	1	NA	29	318
44	45	attention.level.author_03	0.007463	1	NA	30	318
46	47	auth.increase_00	6.5	1	NA	31	318
48	49	num.displays_01	1694	1	NA	32	318
0	0	NA	0	-1	1	33	318
0	0	NA	0	-1	1	34	318
50	51	num.displays_01	1445.5	1	NA	35	318
52	53	avg.disc.length_03	16	1	NA	36	318
54	55	avg.auths.per.disc_05	17.375	1	NA	37	318
0	0	NA	0	-1	1	38	318
56	57	attention.level.contrib_05	6.1e-05	1	NA	39	318
0	0	NA	0	-1	1	40	318
58	59	num.new.disc_00	6.5	1	NA	41	318
60	61	avg.auths.per.disc_04	2.5357145	1	NA	42	318
0	0	NA	0	-1	1	43	318
62	63	num.displays_03	332.5	1	NA	44	318
0	0	NA	0	-1	0	45	318
64	65	num.displays_05	940	1	NA	46	318
0	0	NA	0	-1	1	47	318
66	67	number.total.disc_04	2.5	1	NA	48	318
0	0	NA	0	-1	1	49	318
0	0	NA	0	-1	0	50	318
0	0	NA	0	-1	0	51	318
68	69	num.displays_02	2669	1	NA	52	318
0	0	NA	0	-1	0	53	318
70	71	atomic.containers_01	28.5	1	NA	54	318
0	0	NA	0	-1	1	55	318
0	0	NA	0	-1	0	56	318
